                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                  3.115,                 2.6356,                 1.9459,                 0.2765,                0.20588,                0.09542,                0.02403,                 3.0779,                 2.6227,                 2.2771,               0.013865,               0.013865,               0.013865
                     75,                 3.1084,                 2.5929,                 1.9468,                0.14694,                0.17647,                0.09473,                0.03104,                 2.9081,                 2.6282,                 2.2121,                0.01337,                0.01337,                0.01337
                     76,                 3.0844,                  2.613,                  1.938,                0.16928,                0.14706,                0.08514,                0.02432,                 2.8596,                 2.6199,                 2.1662,               0.012875,               0.012875,               0.012875
                     77,                 3.1983,                 2.7628,                 1.8805,                0.10721,                0.14706,                0.06214,                0.01921,                 2.9124,                 2.7756,                 2.1384,                0.01238,                0.01238,                0.01238
                     78,                 3.0883,                 2.4941,                 1.9244,                0.16673,                0.21791,                0.10936,                0.03335,                 2.8059,                 2.3759,                 2.1258,               0.011885,               0.011885,               0.011885
                     79,                 3.0941,                 2.5723,                 1.9982,                0.16418,                0.14706,                0.08624,                0.02761,                 2.8642,                 2.4492,                 2.1516,                0.01139,                0.01139,                0.01139
                     80,                 2.9669,                 2.4445,                  1.929,                0.11481,                0.20588,                 0.0714,                  0.021,                   2.81,                 2.5928,                 2.0877,               0.010895,               0.010895,               0.010895
                     81,                 3.0209,                 2.5015,                 1.8289,                 0.1262,                0.23529,                0.11082,                0.03234,                  2.855,                 2.5404,                 2.1534,                 0.0104,                 0.0104,                 0.0104
                     82,                 2.9014,                 2.4568,                 1.8602,                0.12661,                0.23529,                0.11584,                0.03661,                 2.7917,                 2.3982,                 2.1862,               0.009905,               0.009905,               0.009905
                     83,                  2.866,                 2.1998,                 1.8279,                0.11775,                0.22387,                0.08643,                0.02975,                 2.6834,                 2.5956,                 2.1128,                0.00941,                0.00941,                0.00941
                     84,                 2.8523,                 2.3351,                 1.8334,                0.13044,                0.23529,                0.09103,                0.02847,                 2.7996,                 2.8041,                 2.1414,               0.008915,               0.008915,               0.008915
                     85,                 2.8289,                 2.3376,                 1.9336,                0.14355,                0.35294,                0.09813,                0.03488,                 2.6536,                 2.5412,                 2.0916,                0.00842,                0.00842,                0.00842
                     86,                 2.9522,                 2.3611,                 1.8644,                0.14222,                0.32353,                0.13454,                0.05641,                 2.6347,                 2.5523,                 2.1483,               0.007925,               0.007925,               0.007925
                     87,                 2.8566,                 2.3563,                 1.8982,                0.12257,                0.23529,                0.10689,                0.03431,                 2.7031,                 2.4239,                 2.1065,                0.00743,                0.00743,                0.00743
                     88,                 2.7462,                 2.2158,                  1.814,                0.21441,                0.23529,                0.12679,                0.03193,                  2.672,                 2.4645,                 2.1195,               0.006935,               0.006935,               0.006935
                     89,                 2.8182,                  2.244,                 1.8159,                0.24045,                0.17647,                0.12125,                0.03776,                   2.74,                 2.4924,                 2.1246,                0.00644,                0.00644,                0.00644
                     90,                 2.8394,                  2.391,                 1.9266,                0.18686,                0.26471,                0.13076,                0.04051,                 2.7007,                 2.3446,                 2.1229,               0.005945,               0.005945,               0.005945
                     91,                 2.8196,                 2.3241,                 1.8973,                0.15063,                0.20588,                0.10323,                0.03278,                 2.5781,                 2.2522,                 2.0596,                0.00545,                0.00545,                0.00545
                     92,                 2.8564,                 2.1822,                 1.8483,                0.15338,                0.26471,                0.08414,                0.03208,                 2.6248,                 2.3141,                 2.1031,               0.004955,               0.004955,               0.004955
                     93,                 2.7211,                 2.1547,                 1.8109,                0.16776,                0.26471,                0.11652,                0.04141,                 2.5809,                 2.3882,                 2.0211,                0.00446,                0.00446,                0.00446
                     94,                 2.6789,                 2.1647,                 1.7957,                0.15144,                0.26471,                0.15062,                0.04348,                 2.6372,                  2.351,                 2.0447,               0.003965,               0.003965,               0.003965
                     95,                 2.7401,                 2.2341,                 1.9178,                0.18518,                0.32353,                0.18598,                0.06494,                 2.5862,                 2.3517,                 2.0594,                0.00347,                0.00347,                0.00347
                     96,                  2.721,                 2.1672,                 1.8585,                0.20342,                0.32353,                0.19515,                 0.0718,                 2.6104,                 2.2825,                 2.0359,               0.002975,               0.002975,               0.002975
                     97,                 2.6681,                 2.1402,                 1.8384,                0.20537,                 0.2814,                0.16651,                 0.0584,                  2.573,                 2.2005,                 2.0013,                0.00248,                0.00248,                0.00248
                     98,                 2.7271,                 2.1547,                 1.8849,                0.17092,                0.23649,                0.18289,                0.06433,                 2.5259,                  2.259,                 1.9985,               0.001985,               0.001985,               0.001985
                     99,                 2.6583,                 2.0549,                 1.8024,                0.23067,                0.29412,                0.17214,                0.06336,                 2.5042,                 2.1948,                 1.9567,                0.00149,                0.00149,                0.00149
