                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.2628,                 6.5188,                 4.2571,                0.00114,                0.10294,                0.00065,                0.00014,                 4.9159,                    inf,                 10.902,               0.083547,               0.016453,               0.016453
                      1,                    nan,                    nan,                    nan,                0.00252,                0.25735,                0.00354,                0.00071,                      0,                    nan,                      0,               0.066552,               0.032792,               0.032792
                      2,                    nan,                    nan,                    nan,                0.00065,                0.16176,                0.00043,                0.00011,                      0,                    nan,                      0,               0.049228,               0.048801,               0.048801
                      3,                    nan,                    nan,                    nan,                0.00068,                0.16912,                0.00057,                0.00015,                      0,                    nan,                      0,               0.048515,               0.048515,               0.048515
                      4,                    nan,                    nan,                    nan,                0.00068,                0.16912,                0.00057,                0.00015,                      0,                    nan,                      0,               0.048515,               0.048515,               0.048515
                      5,                    nan,                    nan,                    nan,                0.00068,                0.16912,                0.00057,                0.00015,                      0,                    nan,                      0,                0.04802,                0.04802,                0.04802
                      6,                    nan,                    nan,                    nan,                0.00068,                0.16912,                0.00057,                0.00015,                      0,                    nan,                      0,               0.047525,               0.047525,               0.047525
                      7,                    nan,                    nan,                    nan,                0.00068,                0.16912,                0.00057,                0.00015,                      0,                    nan,                      0,                0.04703,                0.04703,                0.04703
                      8,                    nan,                    nan,                    nan,                0.00068,                0.16912,                0.00057,                0.00015,                      0,                    nan,                      0,               0.046535,               0.046535,               0.046535
                      9,                    nan,                    nan,                    nan,                0.00068,                0.16912,                0.00057,                0.00015,                      0,                    nan,                      0,                0.04604,                0.04604,                0.04604
                     10,                    nan,                    nan,                    nan,                0.00068,                0.16912,                0.00057,                0.00015,                      0,                    nan,                      0,               0.045545,               0.045545,               0.045545
                     11,                    nan,                    nan,                    nan,                0.00068,                0.16912,                0.00057,                0.00015,                      0,                    nan,                      0,                0.04505,                0.04505,                0.04505
