                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 3.2854,                 2.6937,                 2.2912,                0.06532,                0.35294,                 0.0614,                0.01876,                 3.1414,                 2.7258,                 2.5646,               0.022575,               0.022575,               0.022575
                     27,                 3.2931,                 2.5504,                 2.2197,                0.07063,                0.23529,                0.04885,                0.01656,                 2.9724,                 3.4167,                  2.541,               0.022278,               0.022278,               0.022278
                     28,                 3.2898,                 2.5273,                 2.1861,                0.06055,                0.14706,                0.02832,                0.00878,                 3.0198,                 3.2616,                 2.5034,               0.021981,               0.021981,               0.021981
                     29,                 3.2107,                 2.5091,                 2.0955,                0.04075,                0.32353,                0.03047,                0.00793,                 2.8784,                 3.2414,                 2.3879,               0.021684,               0.021684,               0.021684
                     30,                 3.0829,                 2.5299,                 2.0411,                0.06107,                0.32353,                0.04702,                0.01357,                 2.9496,                 2.5631,                 2.4569,               0.021387,               0.021387,               0.021387
                     31,                 3.0684,                 2.4883,                 2.1343,                 0.0743,                0.35294,                0.06545,                0.01906,                 2.9084,                 2.6056,                 2.3378,                0.02109,                0.02109,                0.02109
                     32,                 3.1302,                 2.4758,                 2.0516,                0.06339,                0.26471,                0.03752,                0.01129,                 2.8879,                 2.9034,                  2.334,               0.020793,               0.020793,               0.020793
                     33,                 3.0623,                 2.3789,                 2.0316,                0.07247,                0.23529,                0.04945,                0.01582,                 2.7859,                  2.763,                 2.2624,               0.020496,               0.020496,               0.020496
                     34,                  3.001,                 2.4015,                 1.9894,                0.04841,                0.17647,                0.03089,                0.00875,                 2.9517,                 3.0213,                 2.3899,               0.020199,               0.020199,               0.020199
                     35,                 2.9371,                 2.3923,                 2.1242,                0.08471,                0.17647,                 0.0457,                0.01301,                 2.8451,                 3.1325,                 2.3702,               0.019902,               0.019902,               0.019902
                     36,                 2.9777,                 2.4348,                 1.9774,                0.07374,                0.11765,                 0.0588,                0.01502,                 2.9125,                 2.8452,                 2.3771,               0.019605,               0.019605,               0.019605
                     37,                 2.8855,                 2.2427,                 1.9439,                0.19889,                0.08824,                0.07889,                0.02224,                 2.7824,                 2.5576,                 2.3778,               0.019308,               0.019308,               0.019308
                     38,                 2.9177,                 2.2948,                 1.9493,                0.10796,                0.11765,                0.06989,                0.01754,                 2.8202,                 3.0387,                 2.3421,               0.019011,               0.019011,               0.019011
                     39,                 2.8664,                  2.268,                 1.9495,                0.09211,                0.17647,                 0.0891,                0.02122,                 2.7558,                 2.8243,                 2.3006,               0.018714,               0.018714,               0.018714
                     40,                 2.8197,                 2.1904,                 1.8428,                0.08825,                0.32353,                0.10151,                0.03155,                 2.6831,                 2.6874,                 2.2157,               0.018417,               0.018417,               0.018417
                     41,                 2.8584,                 2.3102,                 1.8783,                0.12834,                0.20356,                0.08885,                0.03295,                 2.7608,                 2.6639,                 2.2559,                0.01812,                0.01812,                0.01812
                     42,                 2.7688,                 2.2927,                 1.9011,                0.14639,                0.26471,                0.13971,                  0.033,                 2.9477,                 2.5918,                 2.3306,               0.017823,               0.017823,               0.017823
                     43,                 2.8756,                 2.2593,                 1.8729,                0.04929,                0.14706,                0.01932,                0.00506,                  3.282,                 4.2593,                  2.529,               0.017526,               0.017526,               0.017526
                     44,                  2.747,                 2.1578,                 1.8136,                0.14906,                0.20588,                0.18155,                0.05089,                 2.6635,                 2.3587,                 2.1554,               0.017229,               0.017229,               0.017229
                     45,                 2.6339,                 2.1508,                 1.7494,                0.19729,                0.32353,                 0.1627,                0.04036,                 2.6461,                 2.9456,                 2.1843,               0.016932,               0.016932,               0.016932
                     46,                 2.8008,                 2.1312,                 1.8396,                0.22304,                0.29412,                0.14841,                0.03806,                 2.7751,                 2.5925,                 2.2664,               0.016635,               0.016635,               0.016635
                     47,                 2.6857,                  2.104,                 1.8377,                0.16865,                0.11765,                  0.095,                0.02364,                 2.7461,                 2.6421,                 2.3931,               0.016338,               0.016338,               0.016338
                     48,                 2.6351,                 2.0362,                  1.822,                0.22446,                0.14706,                0.16306,                0.04863,                 2.7358,                 2.4947,                 2.2291,               0.016041,               0.016041,               0.016041
                     49,                 2.6699,                 1.9842,                 1.7866,                0.28646,                0.20588,                0.17333,                0.03934,                 2.7243,                 2.3069,                 2.3017,               0.015744,               0.015744,               0.015744
                     50,                 2.6454,                 2.0345,                   1.71,                0.20373,                0.35294,                0.14633,                0.04928,                 2.6975,                 2.7549,                 2.2485,               0.015447,               0.015447,               0.015447
                     51,                 2.5906,                 2.1341,                 1.7845,                0.16704,                0.38235,                0.11434,                0.03578,                    2.8,                 2.6466,                 2.2458,                0.01515,                0.01515,                0.01515
                     52,                 2.6295,                 2.0354,                 1.8094,                0.24444,                0.23529,                0.17233,                0.05978,                 2.6989,                 2.6057,                 2.2537,               0.014853,               0.014853,               0.014853
                     53,                 2.6003,                 1.9639,                 1.7276,                0.14314,                0.17647,                0.08943,                0.02565,                 2.9218,                 2.4996,                 2.3585,               0.014556,               0.014556,               0.014556
                     54,                 2.5722,                 2.0036,                 1.7474,                0.14816,                0.32353,                0.16114,                0.06036,                 2.6271,                 2.5481,                 2.2278,               0.014259,               0.014259,               0.014259
                     55,                 2.5725,                 1.9594,                 1.7217,                 0.1438,                0.26471,                0.19555,                 0.0765,                 2.5909,                 2.5681,                 2.1633,               0.013962,               0.013962,               0.013962
                     56,                 2.4139,                 1.8002,                 1.6278,                0.35633,                0.32353,                0.28822,                0.11694,                 2.6424,                  2.214,                 2.1745,               0.013665,               0.013665,               0.013665
                     57,                 2.4326,                 1.8909,                 1.7441,                0.61752,                0.17647,                0.25726,                0.09132,                 2.6519,                 2.4811,                 2.2463,               0.013368,               0.013368,               0.013368
                     58,                 2.5044,                  1.964,                 1.7027,                0.24417,                0.26471,                0.23393,                 0.0874,                 2.6195,                 2.1814,                  2.203,               0.013071,               0.013071,               0.013071
                     59,                 2.4615,                 1.8824,                 1.7226,                0.12999,                0.08824,                0.06596,                0.02142,                 3.1212,                 3.6862,                 2.4277,               0.012774,               0.012774,               0.012774
                     60,                 2.5137,                 1.9117,                 1.7506,                0.26545,                0.32353,                0.27374,                0.08941,                 2.6167,                 2.4102,                 2.1966,               0.012477,               0.012477,               0.012477
                     61,                 2.3582,                 1.8369,                   1.67,                 0.6272,                0.26471,                 0.3318,                0.11051,                 2.5948,                 2.2915,                 2.1101,                0.01218,                0.01218,                0.01218
                     62,                 2.4344,                 1.8846,                 1.7386,                0.31967,                0.38235,                0.27035,                0.09448,                 2.6238,                 2.4421,                 2.1127,               0.011883,               0.011883,               0.011883
                     63,                 2.3454,                 1.8452,                 1.6683,                0.36355,                0.28584,                0.27873,                0.09548,                 2.5533,                 2.0773,                 2.0277,               0.011586,               0.011586,               0.011586
                     64,                 2.3966,                 1.8163,                 1.6593,                0.40263,                0.23801,                0.20703,                0.06097,                 2.6149,                 2.2912,                 2.1295,               0.011289,               0.011289,               0.011289
                     65,                 2.3241,                 1.7818,                 1.5896,                0.47667,                0.38235,                0.31544,                0.11574,                 2.4612,                 2.5027,                 2.0729,               0.010992,               0.010992,               0.010992
                     66,                 2.3447,                 1.8112,                 1.6513,                  0.345,                0.32353,                0.27042,                0.10354,                 2.4802,                 2.2433,                 2.1596,               0.010695,               0.010695,               0.010695
                     67,                 2.3409,                 1.7571,                  1.632,                0.49113,                0.34095,                0.31782,                0.12905,                 2.4849,                 2.1086,                  2.052,               0.010398,               0.010398,               0.010398
                     68,                 2.3161,                 1.7647,                 1.6311,                0.50118,                0.35294,                 0.3753,                 0.1538,                   2.36,                 2.1578,                 2.0131,               0.010101,               0.010101,               0.010101
                     69,                 2.2512,                 1.7352,                 1.5758,                0.37263,                0.41176,                0.34447,                0.14722,                 2.4449,                  2.147,                 2.0307,               0.009804,               0.009804,               0.009804
                     70,                 2.2318,                 1.6442,                 1.5368,                0.59758,                0.26471,                0.29112,                0.12459,                 2.5668,                 2.3392,                  2.244,               0.009507,               0.009507,               0.009507
                     71,                 2.2927,                 1.6567,                 1.5518,                  0.248,                0.20588,                0.14962,                0.06369,                 2.6817,                 2.5581,                 2.2678,                0.00921,                0.00921,                0.00921
                     72,                 2.2218,                 1.6754,                 1.6906,                0.62616,                0.24683,                0.29376,                0.13943,                 2.4875,                 2.2172,                 2.1208,               0.008913,               0.008913,               0.008913
                     73,                 2.2439,                 1.5821,                 1.5375,                0.54922,                0.35294,                0.36582,                0.15128,                 2.4905,                 1.9624,                 2.0836,               0.008616,               0.008616,               0.008616
                     74,                 2.2882,                 1.6055,                 1.4889,                0.57484,                0.32353,                0.39416,                0.18826,                 2.3712,                 2.0295,                 1.9567,               0.008319,               0.008319,               0.008319
                     75,                  2.202,                 1.6464,                 1.5047,                0.37238,                0.31434,                0.28857,                0.12167,                 2.5898,                 2.3871,                 2.1838,               0.008022,               0.008022,               0.008022
                     76,                 2.2637,                 1.6024,                 1.5528,                0.94893,                0.29412,                0.40692,                0.19745,                 2.2682,                 2.0807,                 1.9447,               0.007725,               0.007725,               0.007725
                     77,                 2.2938,                 1.5977,                 1.5282,                0.50436,                0.29412,                0.30571,                0.15756,                 2.2991,                 2.1458,                 1.9244,               0.007428,               0.007428,               0.007428
                     78,                 2.2456,                 1.6291,                 1.5658,                0.50457,                0.35967,                0.40373,                0.18962,                 2.3756,                 2.5174,                 1.9413,               0.007131,               0.007131,               0.007131
                     79,                 2.1934,                 1.6478,                 1.5935,                0.53744,                0.47059,                0.45327,                0.18766,                 2.2237,                 2.2787,                 1.8881,               0.006834,               0.006834,               0.006834
                     80,                  2.097,                 1.6022,                  1.539,                 0.4792,                0.47059,                0.42225,                0.16433,                 2.3259,                 2.2183,                  1.955,               0.006537,               0.006537,               0.006537
                     81,                 2.1533,                 1.5527,                 1.4849,                0.51053,                0.33778,                0.36019,                0.15527,                 2.1843,                 2.1564,                 1.8531,                0.00624,                0.00624,                0.00624
                     82,                 2.0951,                 1.5559,                 1.4607,                0.57373,                0.32353,                0.35735,                0.18255,                 2.2195,                 2.3154,                 1.8823,               0.005943,               0.005943,               0.005943
                     83,                 1.9987,                 1.4537,                  1.433,                0.65556,                0.38235,                0.44189,                0.21037,                 2.1096,                 1.9283,                 1.8078,               0.005646,               0.005646,               0.005646
                     84,                 1.9993,                 1.3931,                 1.3831,                0.84971,                0.32353,                0.44034,                0.18734,                 2.2124,                 2.0227,                 1.8727,               0.005349,               0.005349,               0.005349
                     85,                 2.0539,                  1.505,                 1.5467,                0.71452,                0.44118,                0.49491,                0.24549,                 2.1335,                  2.164,                  1.853,               0.005052,               0.005052,               0.005052
                     86,                 2.1134,                 1.5162,                 1.4813,                0.75543,                0.45459,                0.51263,                0.24537,                 2.0244,                 1.8213,                 1.7971,               0.004755,               0.004755,               0.004755
                     87,                 1.9805,                 1.4975,                 1.4775,                0.52896,                 0.3636,                0.36573,                0.15951,                 2.3133,                 1.9468,                 1.9517,               0.004458,               0.004458,               0.004458
                     88,                 1.9994,                 1.3968,                  1.391,                0.46956,                0.41672,                0.46957,                0.20538,                 2.1813,                 1.9185,                 1.8657,               0.004161,               0.004161,               0.004161
                     89,                 2.1238,                 1.4866,                 1.4534,                0.86458,                0.37591,                0.51016,                0.22457,                 2.2077,                 2.0091,                 1.8981,               0.003864,               0.003864,               0.003864
                     90,                 1.9602,                    1.5,                 1.5105,                0.87993,                0.44118,                0.52362,                0.20647,                 2.2687,                 2.1179,                 1.9167,               0.003567,               0.003567,               0.003567
                     91,                 2.0031,                 1.4427,                 1.4589,                0.70059,                0.44118,                0.54105,                0.23172,                 2.1335,                 1.8997,                 1.8086,                0.00327,                0.00327,                0.00327
                     92,                 1.9487,                 1.3792,                 1.3989,                0.64511,                0.35294,                0.41465,                0.16393,                 2.2959,                 2.1399,                 2.0056,               0.002973,               0.002973,               0.002973
                     93,                 1.8793,                 1.3479,                 1.3786,                0.80507,                0.44118,                0.51846,                0.22353,                 2.1318,                  1.941,                 1.8319,               0.002676,               0.002676,               0.002676
                     94,                 1.9237,                 1.3287,                 1.4041,                0.70018,                0.44118,                0.49693,                0.24038,                 2.0728,                  1.865,                 1.7637,               0.002379,               0.002379,               0.002379
                     95,                 1.9833,                 1.4409,                   1.48,                0.72464,                0.46464,                0.51387,                0.23616,                 2.1766,                 2.0729,                 1.8149,               0.002082,               0.002082,               0.002082
                     96,                 1.8332,                 1.3658,                  1.366,                0.77282,                0.44118,                0.55127,                0.23401,                  2.172,                 2.0577,                 1.8133,               0.001785,               0.001785,               0.001785
                     97,                 1.8109,                 1.3216,                 1.3731,                0.78975,                0.44118,                0.54921,                0.20505,                 2.1942,                 1.9384,                 1.8206,               0.001488,               0.001488,               0.001488
                     98,                  1.825,                 1.3345,                 1.3816,                0.60549,                0.44118,                0.53588,                0.21002,                 2.2148,                 1.9323,                 1.8498,               0.001191,               0.001191,               0.001191
