                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 5.8058,                 29.831,                 4.3545,                      0,                      0,                      0,                      0,                 5.5995,                 12.243,                 4.1583,                  0.086,                  0.006,                  0.006
                      1,                 5.7732,                 22.818,                 4.4849,                      0,                      0,                      0,                      0,                 5.5882,                 6.9786,                 4.1552,               0.071178,               0.012178,               0.012178
                      2,                 5.7654,                 10.727,                 4.1969,                      0,                      0,                      0,                      0,                 5.5441,                 4.7615,                 4.1129,               0.056232,               0.018232,               0.018232
                      3,                 5.4264,                 5.8449,                 3.9935,                      0,                      0,                      0,                      0,                 5.2419,                 4.3313,                  3.888,                0.04116,                0.02416,                0.02416
                      4,                 5.5307,                 5.3579,                 3.6777,                      0,                      0,                      0,                      0,                 4.1333,                    nan,                 3.1838,               0.028812,               0.028812,               0.028812
                      5,                 4.6432,                 4.9824,                   3.23,                0.00029,                0.02941,                0.00017,                  2e-05,                    nan,                    nan,                    nan,               0.028812,               0.028812,               0.028812
                      6,                 4.3843,                 4.8993,                 2.8725,                0.00029,                0.02941,                0.00017,                  2e-05,                    nan,                    nan,                    nan,               0.028515,               0.028515,               0.028515
                      7,                   4.44,                 4.8965,                 2.9224,                0.00029,                0.02941,                0.00017,                  2e-05,                    nan,                    nan,                    nan,               0.028218,               0.028218,               0.028218
                      8,                 4.4844,                 4.9687,                  2.817,                0.00029,                0.02941,                0.00017,                  2e-05,                    nan,                    nan,                    nan,               0.027921,               0.027921,               0.027921
                      9,                 4.2382,                 4.8282,                 2.8805,                0.00029,                0.02941,                0.00017,                  2e-05,                    nan,                    nan,                    nan,               0.027624,               0.027624,               0.027624
                     10,                 4.1107,                 4.8948,                 2.7037,                0.00029,                0.02941,                0.00017,                  2e-05,                 4.3557,                 4.3837,                 2.9844,               0.027327,               0.027327,               0.027327
                     11,                 4.3969,                  4.964,                 2.7515,                0.00033,                0.02941,                0.00018,                  2e-05,                 4.3146,                 4.9628,                  2.921,                0.02703,                0.02703,                0.02703
                     12,                  4.221,                 4.9772,                 2.7271,                0.00033,                0.02941,                0.00018,                  2e-05,                 4.0749,                 4.3785,                 2.9299,               0.026733,               0.026733,               0.026733
                     13,                 4.4633,                 4.9558,                 2.7863,                0.00033,                0.02941,                0.00018,                  2e-05,                 3.9551,                 4.2544,                 2.9012,               0.026436,               0.026436,               0.026436
                     14,                 4.2739,                 4.8543,                 2.7738,                0.00033,                0.02941,                0.00018,                  2e-05,                  3.891,                 4.2346,                 2.9101,               0.026139,               0.026139,               0.026139
                     15,                 4.3306,                 5.0912,                 2.7782,                0.00033,                0.02941,                0.00018,                  2e-05,                 4.0631,                 4.1605,                 2.8738,               0.025842,               0.025842,               0.025842
                     16,                 4.3593,                 4.9752,                 2.6945,                0.00033,                0.02941,                0.00018,                  2e-05,                 4.0695,                 4.2802,                 2.9081,               0.025545,               0.025545,               0.025545
                     17,                 4.2043,                 4.8749,                 2.6858,                0.00033,                0.02941,                0.00018,                  2e-05,                 3.9508,                 4.3957,                 2.8179,               0.025248,               0.025248,               0.025248
                     18,                 4.2428,                 4.9267,                 2.6772,                0.00033,                0.02941,                0.00018,                  2e-05,                 3.9754,                  4.372,                 2.8235,               0.024951,               0.024951,               0.024951
                     19,                 4.3092,                 4.9303,                 2.7033,                0.00033,                0.02941,                0.00018,                  2e-05,                 3.9674,                 4.4547,                 2.8324,               0.024654,               0.024654,               0.024654
                     20,                 4.2992,                 4.7822,                 2.7913,                0.00033,                0.02941,                0.00018,                  2e-05,                 3.8965,                 4.5665,                  2.821,               0.024357,               0.024357,               0.024357
                     21,                 4.3787,                 4.8669,                 2.6774,                 0.0003,                0.02941,                0.00016,                  3e-05,                 3.8548,                 4.7164,                 2.8134,                0.02406,                0.02406,                0.02406
                     22,                 4.2308,                 4.8307,                 2.6805,                0.00162,                0.05882,                0.00087,                0.00013,                 3.9039,                  4.405,                 2.8399,               0.023763,               0.023763,               0.023763
                     23,                  4.162,                 4.8312,                    2.6,                0.00162,                0.05882,                0.00087,                0.00013,                 3.9652,                  4.659,                 2.8708,               0.023466,               0.023466,               0.023466
                     24,                  4.233,                 4.6694,                 2.6592,                0.00162,                0.05882,                0.00087,                0.00013,                 3.9125,                 4.5975,                 2.8406,               0.023169,               0.023169,               0.023169
                     25,                 4.4196,                 4.7546,                 2.7435,                0.00084,                0.08824,                0.00162,                0.00028,                 3.7797,                 5.1959,                  2.777,               0.022872,               0.022872,               0.022872
