                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                 1.1572,                0.83148,                  1.385,                0.83434,                0.70363,                0.79761,                0.55917,                 1.1014,                0.94014,                 1.2073,                0.01634,                0.01634,                0.01634
                     70,                   1.32,                 1.0471,                 1.5154,                0.77743,                0.63235,                0.70537,                0.45727,                 1.3805,                 1.2934,                  1.316,                   0.05,                   0.05,                   0.05
                     71,                 1.3269,                  1.039,                 1.5304,                0.87878,                0.63969,                0.73683,                0.49086,                 1.3359,                  1.157,                 1.3298,               0.049505,               0.049505,               0.049505
                     72,                 1.3351,                 1.0448,                 1.5305,                0.77401,                0.66176,                0.71942,                0.45702,                 1.2526,                  1.144,                 1.3162,                0.04901,                0.04901,                0.04901
                     73,                 1.3269,                  1.044,                 1.5301,                0.86022,                0.66176,                0.73282,                0.53091,                 1.1787,                 1.1063,                 1.2779,               0.048515,               0.048515,               0.048515
                     74,                 1.3091,                 1.0169,                 1.5326,                0.87676,                0.66912,                0.75751,                0.53795,                 1.1459,                 1.0568,                  1.262,                0.04802,                0.04802,                0.04802
                     75,                  1.286,                0.98456,                 1.4835,                0.86262,                0.61765,                0.72611,                0.46747,                 1.2741,                 1.1304,                 1.2894,               0.047525,               0.047525,               0.047525
                     76,                 1.2538,                0.95142,                 1.4693,                0.87186,                0.66176,                0.76857,                0.53594,                 1.1965,                 1.0372,                 1.2441,                0.04703,                0.04703,                0.04703
                     77,                 1.2332,                0.91655,                 1.4529,                0.86702,                0.66176,                0.76167,                 0.5332,                 1.1541,                 1.0783,                 1.2427,               0.046535,               0.046535,               0.046535
                     78,                 1.2839,                0.96269,                 1.4914,                0.88699,                0.69252,                0.79545,                0.56447,                 1.1247,                  1.003,                 1.2008,                0.04604,                0.04604,                0.04604
                     79,                  1.236,                0.92294,                 1.4706,                0.80209,                0.67647,                0.72979,                0.49189,                 1.2768,                 1.1034,                 1.2786,               0.045545,               0.045545,               0.045545
                     80,                 1.2307,                0.92413,                 1.4465,                0.85313,                0.68336,                0.76142,                0.54522,                 1.1365,                 1.0275,                 1.2029,                0.04505,                0.04505,                0.04505
                     81,                 1.2534,                0.93756,                 1.4653,                 0.9594,                0.69508,                0.81191,                0.57951,                 1.1669,                0.98596,                 1.2154,               0.044555,               0.044555,               0.044555
                     82,                 1.2366,                0.92521,                 1.4508,                0.64587,                0.67647,                0.68701,                0.48972,                 1.1869,                  1.293,                 1.2235,                0.04406,                0.04406,                0.04406
                     83,                 1.2138,                0.89978,                  1.423,                0.77113,                0.65441,                0.73184,                0.49959,                 1.1365,                 1.0269,                 1.1913,               0.043565,               0.043565,               0.043565
                     84,                 1.2299,                0.90917,                 1.4382,                0.83789,                0.68382,                0.77643,                0.49288,                 1.2515,                 1.0405,                 1.2292,                0.04307,                0.04307,                0.04307
                     85,                  1.214,                0.91074,                 1.4258,                0.91503,                0.68382,                0.79375,                0.55501,                 1.0976,                0.92631,                 1.1788,               0.042575,               0.042575,               0.042575
                     86,                 1.1996,                0.89717,                 1.4077,                0.87095,                0.66912,                0.78671,                0.56347,                  1.093,                 0.9762,                 1.1667,                0.04208,                0.04208,                0.04208
                     87,                 1.1759,                 0.8955,                  1.413,                0.87355,                0.73529,                0.79685,                0.58665,                 1.0728,                0.95056,                 1.1539,               0.041585,               0.041585,               0.041585
                     88,                 1.1936,                0.90903,                 1.4005,                0.88204,                0.65977,                0.77861,                0.54709,                 1.1206,                0.98025,                 1.1923,                0.04109,                0.04109,                0.04109
                     89,                  1.193,                0.85003,                 1.3999,                0.89907,                0.66912,                0.78488,                0.56691,                 1.1324,                0.92373,                 1.1898,               0.040595,               0.040595,               0.040595
                     90,                 1.0781,                0.76481,                 1.3599,                0.91809,                0.63971,                0.75466,                0.50955,                 1.1648,                0.96297,                 1.2087,                 0.0401,                 0.0401,                 0.0401
                     91,                 1.1088,                 0.7674,                 1.4088,                0.86505,                0.65989,                0.77484,                0.55843,                 1.1293,                0.94876,                 1.2327,               0.039605,               0.039605,               0.039605
                     92,                 1.0437,                0.71896,                 1.3459,                0.79729,                0.68382,                0.78252,                 0.5709,                 1.0769,                0.86937,                  1.198,                0.03911,                0.03911,                0.03911
                     93,                 1.0611,                0.80002,                 1.3354,                0.88984,                0.68382,                0.81373,                0.58834,                 1.0062,                0.80646,                 1.1366,               0.038615,               0.038615,               0.038615
                     94,                 1.0093,                 0.7063,                 1.3194,                0.92603,                0.67647,                 0.8122,                0.57219,                 1.0959,                0.91642,                 1.1863,                0.03812,                0.03812,                0.03812
                     95,                 1.0233,                0.75323,                 1.3292,                0.86048,                0.70588,                0.81561,                0.58589,                 1.1207,                0.93589,                 1.1753,               0.037625,               0.037625,               0.037625
                     96,                 1.0229,                0.68974,                 1.3346,                 0.7982,                0.71324,                0.79698,                0.56875,                 1.0952,                0.92659,                 1.1642,                0.03713,                0.03713,                0.03713
                     97,                0.98675,                0.69046,                 1.2854,                0.92251,                0.65441,                0.78512,                0.57818,                 1.1384,                0.92074,                 1.2035,               0.036635,               0.036635,               0.036635
                     98,                 1.0375,                0.71891,                 1.3194,                0.96862,                0.66176,                0.81617,                 0.5881,                 1.0625,                0.86905,                 1.1741,                0.03614,                0.03614,                0.03614
                     99,                0.98955,                0.67437,                 1.2999,                0.92521,                0.72766,                0.82049,                0.57539,                  1.096,                0.85213,                 1.1972,               0.035645,               0.035645,               0.035645
