                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                0.98395,                0.65827,                 1.2477,                0.88282,                0.77556,                 0.8498,                0.64981,                0.92256,                0.78634,                 1.0533,               0.005646,               0.005646,               0.005646
                     84,                 1.1553,                0.83875,                 1.3753,                0.78405,                0.72079,                0.80263,                0.54122,                 1.2271,                 1.0125,                 1.2314,                   0.03,                   0.03,                   0.03
                     85,                 1.1952,                0.88083,                 1.4157,                 0.9332,                0.71909,                0.83385,                0.58674,                  1.113,                0.90323,                 1.1971,               0.029703,               0.029703,               0.029703
                     86,                 1.2084,                0.86733,                 1.4166,                 0.9043,                0.69481,                0.78536,                0.56139,                 1.0624,                0.98282,                 1.1883,               0.029406,               0.029406,               0.029406
                     87,                 1.1995,                 0.8965,                 1.4216,                0.76063,                0.64706,                0.72344,                0.49116,                 1.2215,                 1.0777,                  1.238,               0.029109,               0.029109,               0.029109
                     88,                 1.1876,                0.88562,                 1.4258,                0.87086,                0.69418,                0.79729,                0.55759,                 1.0888,                 1.0251,                 1.1624,               0.028812,               0.028812,               0.028812
                     89,                 1.1752,                0.86719,                 1.3954,                0.83027,                0.66912,                0.75572,                0.57162,                 1.0555,                 1.0105,                 1.1822,               0.028515,               0.028515,               0.028515
                     90,                 1.0577,                0.77183,                 1.3886,                0.94207,                0.66912,                0.78296,                0.55086,                 1.0069,                 0.9344,                 1.1499,               0.028218,               0.028218,               0.028218
                     91,                 1.0871,                 0.8402,                 1.3923,                0.83101,                0.75735,                0.82275,                 0.5439,                 1.1921,                0.93884,                 1.2427,               0.027921,               0.027921,               0.027921
                     92,                 1.0382,                0.73316,                 1.3508,                0.79608,                0.75735,                0.79406,                0.57933,                 1.0906,                0.97232,                 1.2073,               0.027624,               0.027624,               0.027624
                     93,                 1.0547,                0.75579,                 1.3716,                0.89841,                0.67647,                0.76741,                0.56338,                 1.1166,                 1.0457,                 1.2527,               0.027327,               0.027327,               0.027327
                     94,                  1.045,                0.75121,                  1.364,                0.88846,                0.72059,                0.79518,                0.57093,                 1.0961,                0.95169,                 1.1938,                0.02703,                0.02703,                0.02703
                     95,                 1.0308,                0.73004,                 1.3555,                 0.8733,                0.72794,                 0.8396,                 0.5928,                 1.0838,                0.87663,                 1.1888,               0.026733,               0.026733,               0.026733
                     96,                 1.0256,                0.73142,                  1.335,                0.92863,                0.64706,                0.79094,                0.57591,                 1.1373,                 1.0486,                 1.2152,               0.026436,               0.026436,               0.026436
                     97,                0.98673,                0.69614,                 1.3238,                0.82576,                0.66211,                0.78607,                0.57023,                 1.0964,                0.93602,                 1.1826,               0.026139,               0.026139,               0.026139
                     98,                0.97233,                0.67648,                 1.2855,                0.89791,                0.65441,                0.78562,                0.58439,                 1.1105,                0.97072,                 1.1932,               0.025842,               0.025842,               0.025842
                     99,                0.98684,                0.74179,                 1.3106,                 0.8839,                0.72772,                0.81652,                0.59272,                 1.0897,                0.89862,                 1.1728,               0.025545,               0.025545,               0.025545
