                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 3.3075,                  2.908,                  2.246,                0.18978,                0.11765,                0.11231,                0.03572,                  3.483,                 3.5565,                 2.4623,               0.021981,               0.021981,               0.021981
                     29,                 3.2302,                 2.8437,                 2.3216,                0.19844,                0.20588,                0.15358,                0.03501,                  3.271,                 3.6569,                 2.4776,               0.021684,               0.021684,               0.021684
                     30,                 3.2459,                 2.7624,                 2.2151,                0.15525,                0.11765,                0.09713,                0.02817,                 3.3332,                 5.3325,                 2.3707,               0.021387,               0.021387,               0.021387
                     31,                 3.2109,                 2.7923,                 2.1804,                0.41424,                0.20588,                0.17606,                0.05927,                 3.1533,                  3.788,                 2.2109,                0.02109,                0.02109,                0.02109
                     32,                 3.1545,                 2.8132,                 2.1975,                0.40334,                0.11765,                0.14618,                0.03951,                 3.1194,                 3.6916,                 2.2333,               0.020793,               0.020793,               0.020793
                     33,                 3.1779,                 2.7642,                 2.1808,                0.35395,                0.11765,                0.12439,                0.03789,                 3.1289,                 3.6191,                 2.2478,               0.020496,               0.020496,               0.020496
                     34,                 3.1031,                 2.7244,                 2.2076,                0.30913,                0.14706,                0.11136,                0.03276,                 3.1462,                 3.6237,                 2.3977,               0.020199,               0.020199,               0.020199
                     35,                 3.2399,                 2.7741,                 2.1659,                0.14304,                0.11765,                0.09569,                0.02889,                  3.387,                  3.163,                  2.476,               0.019902,               0.019902,               0.019902
                     36,                 3.2517,                  2.695,                 2.1832,                0.16094,                0.14706,                0.06777,                0.02246,                 3.1682,                 3.6606,                  2.425,               0.019605,               0.019605,               0.019605
                     37,                 3.2607,                 2.7464,                 2.1953,                0.07506,                0.17647,                0.02956,                0.00761,                 3.1496,                 4.6565,                 2.3969,               0.019308,               0.019308,               0.019308
                     38,                 3.2897,                 2.6342,                 2.0837,                0.15267,                0.20588,                0.06878,                0.01586,                 3.0197,                 4.2394,                  2.268,               0.019011,               0.019011,               0.019011
                     39,                 3.1168,                 2.6184,                 2.1334,                0.05102,                0.14706,                0.02457,                0.00936,                 3.1634,                  5.276,                 2.2349,               0.018714,               0.018714,               0.018714
                     40,                 3.1217,                 2.6466,                 2.1021,                0.14551,                0.17647,                 0.0791,                0.02533,                 2.8354,                 3.0323,                 2.1099,               0.018417,               0.018417,               0.018417
                     41,                  3.094,                 2.5105,                 2.1142,                0.20175,                0.20588,                0.15769,                0.03944,                 2.8568,                 3.2713,                 2.1402,                0.01812,                0.01812,                0.01812
                     42,                 3.0253,                 2.5772,                 2.0727,                 0.4256,                0.14706,                0.15489,                  0.041,                 2.9732,                 3.0267,                 2.2589,               0.017823,               0.017823,               0.017823
                     43,                 3.0789,                 2.5026,                 2.0304,                0.20484,                0.29412,                0.17489,                0.05857,                  2.875,                 2.8272,                 2.1338,               0.017526,               0.017526,               0.017526
                     44,                 2.9379,                 2.4506,                 1.9307,                0.36153,                0.14706,                0.17334,                0.06712,                 2.8035,                 2.8761,                 2.1094,               0.017229,               0.017229,               0.017229
                     45,                 2.9293,                 2.4288,                  2.024,                0.24282,                0.23529,                0.18228,                0.06526,                 2.8077,                 2.8982,                 2.1281,               0.016932,               0.016932,               0.016932
                     46,                 2.9444,                 2.4244,                 2.0088,                 0.3666,                0.14706,                0.14427,                0.04721,                   2.86,                 3.7353,                 2.1647,               0.016635,               0.016635,               0.016635
                     47,                 3.0532,                 2.5805,                 2.0972,                 0.1578,                0.20588,                 0.0726,                0.01691,                 3.0941,                 3.0157,                  2.292,               0.016338,               0.016338,               0.016338
                     48,                 3.0507,                 2.4239,                 2.0086,                0.25391,                0.17647,                0.12034,                0.03527,                 2.8383,                 3.0689,                 2.1779,               0.016041,               0.016041,               0.016041
                     49,                 2.9483,                 2.4108,                 2.0587,                0.17603,                0.32353,                0.14815,                0.06461,                 2.6175,                 2.7144,                 2.1162,               0.015744,               0.015744,               0.015744
                     50,                 2.9836,                 2.4663,                 1.9816,                0.17546,                0.20588,                0.10405,                0.03386,                 2.8533,                 2.8419,                 2.1381,               0.015447,               0.015447,               0.015447
                     51,                 2.9327,                  2.528,                 1.9888,                 0.2058,                0.14706,                0.11633,                0.04429,                 2.8493,                 2.9153,                 2.0488,                0.01515,                0.01515,                0.01515
                     52,                 2.9214,                 2.2989,                 1.9327,                0.39128,                0.14706,                0.16528,                 0.0571,                 2.7912,                 2.6673,                 2.0328,               0.014853,               0.014853,               0.014853
                     53,                 2.9548,                 2.3043,                 1.9162,                0.38135,                0.14706,                0.15795,                0.06185,                 2.9009,                 2.6901,                 2.1099,               0.014556,               0.014556,               0.014556
                     54,                 2.9826,                 2.3468,                 2.0443,                0.33395,                0.20588,                0.18877,                0.06067,                 2.6793,                 2.5728,                 2.0203,               0.014259,               0.014259,               0.014259
                     55,                 2.9826,                 2.3614,                  1.914,                0.26848,                0.32353,                0.24762,                0.08441,                 2.5715,                 2.4458,                 2.0088,               0.013962,               0.013962,               0.013962
                     56,                 2.8786,                 2.3218,                 1.9486,                0.18508,                 0.3608,                0.18749,                0.06038,                 2.7851,                 2.7248,                 2.0533,               0.013665,               0.013665,               0.013665
                     57,                 2.8386,                 2.3437,                 1.9906,                0.18623,                0.14706,                0.13159,                0.06646,                 2.9424,                 3.3121,                 2.1905,               0.013368,               0.013368,               0.013368
                     58,                 2.9474,                 2.2981,                 1.8894,                0.18493,                0.23529,                0.16702,                0.05532,                 2.8957,                 2.9768,                 2.1132,               0.013071,               0.013071,               0.013071
                     59,                 2.8323,                 2.3695,                 1.9913,                0.19197,                0.26471,                0.19496,                 0.0657,                 2.9287,                 2.9373,                  2.084,               0.012774,               0.012774,               0.012774
                     60,                 2.9092,                 2.3176,                 1.9286,                0.19211,                0.32353,                0.15752,                0.05321,                 2.8772,                 2.7968,                 2.0314,               0.012477,               0.012477,               0.012477
                     61,                 2.7527,                 2.2321,                 1.8637,                0.21024,                0.26471,                  0.139,                0.04924,                 2.7525,                 3.1592,                 2.0753,                0.01218,                0.01218,                0.01218
                     62,                 2.8651,                 2.1986,                 1.8328,                0.34834,                0.29412,                0.20511,                 0.0694,                 2.6723,                 2.6956,                  2.113,               0.011883,               0.011883,               0.011883
                     63,                 2.7552,                 2.2401,                 1.9399,                0.35641,                0.35294,                0.26137,                0.08938,                 2.6074,                 2.7798,                 2.1218,               0.011586,               0.011586,               0.011586
                     64,                 2.7414,                 2.1958,                 1.8531,                0.27421,                0.20588,                0.20282,                0.06233,                 2.6118,                 3.1653,                 2.1996,               0.011289,               0.011289,               0.011289
                     65,                 2.8428,                 2.2241,                 1.8368,                0.34145,                0.29412,                0.24749,                0.11417,                 2.6023,                 2.9261,                 2.0513,               0.010992,               0.010992,               0.010992
                     66,                 2.7652,                 2.2412,                 1.8547,                0.47092,                0.32353,                0.30613,                0.12931,                 2.5891,                 2.7721,                 2.0373,               0.010695,               0.010695,               0.010695
                     67,                 2.7571,                 2.2211,                 1.8913,                0.36278,                0.29412,                0.24093,                0.10247,                 2.5726,                 2.5931,                 1.9898,               0.010398,               0.010398,               0.010398
                     68,                 2.7605,                 2.1997,                 1.8086,                0.19657,                0.20588,                0.24349,                0.08619,                 2.7085,                 2.6542,                 2.0578,               0.010101,               0.010101,               0.010101
                     69,                 2.6556,                 2.0956,                 1.8549,                0.29925,                0.29412,                0.24261,                0.07854,                  2.757,                 2.7276,                  2.004,               0.009804,               0.009804,               0.009804
                     70,                 2.7223,                 2.1485,                 1.8758,                0.32291,                0.29412,                0.23474,                0.08243,                 2.6105,                 2.6708,                 1.9359,               0.009507,               0.009507,               0.009507
                     71,                 2.5738,                 2.1233,                 1.7735,                0.40085,                0.31507,                0.28048,                0.10769,                  2.563,                 2.7742,                 1.9058,                0.00921,                0.00921,                0.00921
                     72,                  2.668,                 2.0628,                 1.8035,                0.36878,                0.41176,                0.31288,                0.11717,                 2.6194,                 2.5508,                 1.9942,               0.008913,               0.008913,               0.008913
                     73,                 2.6656,                 2.1797,                 1.8844,                0.40091,                0.29412,                0.28101,                0.09982,                 2.6474,                 2.9643,                 1.9767,               0.008616,               0.008616,               0.008616
                     74,                 2.6392,                 2.0764,                 1.7962,                0.35347,                0.30576,                0.27652,                0.09203,                 2.7161,                 2.5522,                 1.9543,               0.008319,               0.008319,               0.008319
                     75,                 2.7111,                 2.1999,                 1.8602,                0.22259,                0.35294,                0.19749,                0.07149,                 2.7152,                 2.8847,                 2.0521,               0.008022,               0.008022,               0.008022
                     76,                 2.5806,                 2.1363,                 1.7905,                0.35099,                0.32353,                0.24325,                0.10001,                 2.5981,                 2.7163,                 1.9782,               0.007725,               0.007725,               0.007725
                     77,                 2.6402,                 2.1383,                 1.7276,                  0.535,                0.40624,                0.37569,                0.12852,                 2.6252,                 2.5139,                 2.0603,               0.007428,               0.007428,               0.007428
                     78,                 2.6344,                 2.0604,                 1.8033,                0.47075,                0.38235,                0.36776,                0.14936,                 2.5087,                 2.6727,                 2.0607,               0.007131,               0.007131,               0.007131
                     79,                  2.577,                 2.0123,                 1.8152,                0.31673,                0.38235,                0.30259,                 0.1239,                 2.5574,                 2.8212,                 2.0175,               0.006834,               0.006834,               0.006834
                     80,                 2.5972,                 2.0165,                  1.722,                0.42389,                0.38235,                0.30578,                 0.1266,                 2.5929,                 2.6781,                 1.9528,               0.006537,               0.006537,               0.006537
                     81,                 2.5245,                 1.9682,                 1.8026,                0.66989,                0.38235,                0.40609,                0.13705,                 2.6405,                 2.5819,                 1.9749,                0.00624,                0.00624,                0.00624
                     82,                  2.519,                 2.0479,                 1.7708,                0.33508,                0.32353,                0.29418,                0.11001,                 2.5403,                 2.6895,                 1.9578,               0.005943,               0.005943,               0.005943
                     83,                 2.6776,                 2.0225,                 1.7386,                0.34441,                0.29412,                0.25806,                0.09067,                 2.5211,                 2.5566,                 1.9414,               0.005646,               0.005646,               0.005646
                     84,                 2.7038,                 2.0896,                 1.7844,                0.29433,                0.29412,                0.23988,                0.10958,                 2.5635,                 2.6441,                 1.9171,               0.005349,               0.005349,               0.005349
                     85,                 2.5465,                 1.9874,                 1.6096,                0.27411,                0.38235,                0.22851,                0.09454,                 2.5227,                 2.5882,                 1.9419,               0.005052,               0.005052,               0.005052
                     86,                 2.5764,                   2.05,                 1.7695,                0.31003,                0.38328,                0.20737,                0.08146,                 2.5995,                 2.6373,                 1.9305,               0.004755,               0.004755,               0.004755
                     87,                 2.5705,                 2.0582,                 1.7367,                0.30172,                0.35294,                0.23868,                0.11029,                 2.5273,                  2.463,                 1.9053,               0.004458,               0.004458,               0.004458
                     88,                 2.4329,                 1.8562,                 1.6288,                0.32657,                0.35294,                0.25265,                0.11997,                 2.6092,                 2.5157,                 1.9285,               0.004161,               0.004161,               0.004161
                     89,                 2.5538,                  1.944,                 1.6413,                0.34462,                0.38235,                0.29932,                0.12585,                 2.6644,                 2.5702,                 1.9545,               0.003864,               0.003864,               0.003864
                     90,                 2.5354,                 2.0922,                 1.8122,                0.33938,                0.38235,                 0.2582,                0.09627,                 2.6187,                 2.7242,                  2.051,               0.003567,               0.003567,               0.003567
                     91,                 2.5719,                 2.1181,                 1.7785,                 0.3416,                0.35294,                0.26147,                0.11319,                  2.549,                 2.6454,                  1.976,                0.00327,                0.00327,                0.00327
                     92,                 2.3908,                 1.9962,                 1.7142,                0.27054,                0.41176,                 0.2256,                0.09689,                 2.5075,                 2.5085,                 1.8901,               0.002973,               0.002973,               0.002973
                     93,                  2.476,                 1.9775,                 1.7529,                0.24553,                0.35294,                0.22987,                0.09783,                 2.4798,                   2.44,                 1.9085,               0.002676,               0.002676,               0.002676
                     94,                 2.5238,                  1.983,                 1.8162,                0.24686,                0.36648,                0.23126,                0.09373,                 2.4886,                 2.5172,                 1.9086,               0.002379,               0.002379,               0.002379
                     95,                 2.4482,                 1.9848,                 1.6913,                0.32344,                0.38235,                0.28687,                0.10685,                 2.4952,                 2.5475,                 1.9363,               0.002082,               0.002082,               0.002082
                     96,                 2.4782,                 2.0149,                 1.7153,                0.30661,                0.32353,                0.22529,                0.09821,                 2.5024,                 2.5607,                 1.9358,               0.001785,               0.001785,               0.001785
                     97,                 2.3619,                 1.9353,                 1.7118,                0.33573,                0.35294,                0.20602,                0.08353,                 2.4972,                 2.4479,                 1.9224,               0.001488,               0.001488,               0.001488
                     98,                 2.3453,                  1.876,                 1.6803,                0.35378,                0.38235,                0.24353,                0.10262,                 2.5112,                 2.4241,                 1.9186,               0.001191,               0.001191,               0.001191
                     99,                 2.4009,                 1.8486,                 1.6734,                 0.3845,                0.41176,                 0.2574,                0.09735,                  2.533,                 2.4074,                 1.9148,               0.000894,               0.000894,               0.000894
