                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  5.807,                  24.28,                 4.5394,                      0,                      0,                      0,                      0,                 5.5676,                 5.5359,                 4.1427,                  0.086,                  0.006,                  0.006
                      1,                 5.6731,                 6.7183,                  4.308,                      0,                      0,                      0,                      0,                 5.5143,                 5.0417,                 4.1056,               0.071178,               0.012178,               0.012178
                      2,                 5.5054,                 5.7555,                 4.0739,                      0,                      0,                      0,                      0,                 5.3632,                 4.9157,                 3.9844,               0.056232,               0.018232,               0.018232
                      3,                 5.0629,                 5.3911,                 3.8572,                      0,                      0,                      0,                      0,                 5.3136,                 96.564,                 4.8814,                0.04116,                0.02416,                0.02416
                      4,                 5.0922,                 5.2707,                 3.5805,                      0,                      0,                      0,                      0,                 4.9035,                    inf,                 13.686,               0.028812,               0.028812,               0.028812
                      5,                 4.8429,                 5.1428,                 3.5113,                      0,                      0,                      0,                      0,                 4.3014,                 7.3421,                 83.752,               0.028812,               0.028812,               0.028812
                      6,                 4.4265,                 5.0165,                 3.0488,                      0,                      0,                      0,                      0,                  4.567,                    inf,                 4.4573,               0.028515,               0.028515,               0.028515
                      7,                  4.472,                 4.9145,                 3.0549,                      0,                      0,                      0,                      0,                 5.0586,                    inf,                 172.66,               0.028218,               0.028218,               0.028218
                      8,                 4.4412,                 4.9436,                  2.883,                 0.0011,                0.02941,                0.00054,                  5e-05,                 4.4796,                    inf,                 61.344,               0.027921,               0.027921,               0.027921
                      9,                 4.3894,                 4.8895,                 2.9988,                0.00061,                0.02941,                0.00022,                0.00016,                 3.9642,                    inf,                 27.973,               0.027624,               0.027624,               0.027624
                     10,                 4.4274,                 4.9546,                 2.7416,                0.00061,                0.02941,                0.00022,                0.00016,                 4.1033,                 5.3635,                 17.609,               0.027327,               0.027327,               0.027327
                     11,                 4.3215,                 4.8858,                 2.8244,                0.00061,                0.02941,                0.00022,                0.00016,                 4.2301,                  5.483,                 4.7192,                0.02703,                0.02703,                0.02703
                     12,                 4.3509,                 5.0329,                 2.8591,                0.00061,                0.02941,                0.00022,                0.00016,                 4.2943,                 4.6203,                 3.2614,               0.026733,               0.026733,               0.026733
                     13,                 4.4301,                 4.9646,                 2.9344,                0.00061,                0.02941,                0.00022,                0.00016,                 4.3087,                 4.5486,                 3.1522,               0.026436,               0.026436,               0.026436
                     14,                 4.2778,                 4.8734,                 2.8085,                0.00061,                0.02941,                0.00022,                0.00016,                 4.0203,                 4.5786,                 2.9771,               0.026139,               0.026139,               0.026139
                     15,                 4.2825,                 5.0753,                 2.8155,                0.00061,                0.02941,                0.00022,                0.00016,                 4.1933,                 4.6017,                 3.0464,               0.025842,               0.025842,               0.025842
                     16,                 4.3842,                 4.9828,                 2.7614,                0.00061,                0.02941,                0.00022,                0.00016,                 4.2471,                 4.4172,                 3.0042,               0.025545,               0.025545,               0.025545
                     17,                 4.1843,                    4.9,                  2.733,                0.00061,                0.02941,                0.00022,                0.00016,                 3.7866,                 4.4342,                 2.7854,               0.025248,               0.025248,               0.025248
                     18,                 4.2453,                 4.9215,                 2.7122,                0.00061,                0.02941,                0.00022,                0.00016,                 4.0037,                 4.3633,                 2.8178,               0.024951,               0.024951,               0.024951
                     19,                  4.298,                 4.9259,                 2.7363,                0.00061,                0.02941,                0.00022,                0.00016,                 3.9877,                 4.3633,                 2.9242,               0.024654,               0.024654,               0.024654
                     20,                 4.2525,                 4.8169,                 2.8422,                0.00061,                0.02941,                0.00022,                0.00016,                 3.9789,                 4.2564,                 2.9752,               0.024357,               0.024357,               0.024357
                     21,                 4.3586,                 4.9132,                 2.7409,                0.00061,                0.02941,                0.00022,                0.00016,                 4.0494,                 4.3447,                 2.8977,                0.02406,                0.02406,                0.02406
                     22,                 4.2416,                 4.9086,                 2.6989,                0.00061,                0.02941,                0.00022,                0.00016,                   4.03,                 4.3967,                 2.9268,               0.023763,               0.023763,               0.023763
